lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reserved_eq_assigned_roomtype,binary_response,market_Aviation,market_Complntry,market_Corprt,market_Direct,mar_Groups,market_OffTA,market_OnTA,distr_Corprt,distr_Direct,distr_GDS,distr_TATO,No_Deposit,Non_Refund
76,1,3,2,89.7,0,0,0,0,0,0,89.7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
41,0,1,2,88.0,0,0,0,0,0,0,88.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
40,1,3,3,135.4,0,0,0,0,0,0,135.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,38.0,0,0,0,0,0,0,38.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
133,4,10,2,45.0,0,0,0,0,0,0,45.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
137,0,2,1,70.0,0,0,1,0,0,45,70.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
229,2,2,1,80.75,0,0,0,0,0,0,80.75,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,1
168,1,2,2,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
4,2,0,1,75.0,0,0,0,0,0,0,75.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
19,2,2,2,82.88,0,0,0,0,2,0,82.88,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
215,2,5,1,43.5,0,0,0,0,0,0,43.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,2,2,126.0,0,0,0,0,0,0,126.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
63,1,1,3,140.4,0,0,0,0,0,0,140.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,2,1,68.0,0,0,0,0,1,0,68.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5,1,3,2,68.0,0,0,0,0,0,0,68.0,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,0,1,0
34,2,3,2,74.2,0,0,0,0,0,0,74.2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
27,0,2,2,108.0,0,0,0,0,0,21,108.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
74,0,2,1,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
103,4,10,2,38.83,0,0,0,0,2,0,38.83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
113,2,5,2,85.0,0,0,0,0,0,0,85.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
301,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
279,0,4,2,80.1,0,0,0,0,0,0,80.1,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
39,1,1,2,62.0,0,0,0,0,0,0,62.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
60,0,1,2,102.68,0,0,0,0,0,0,102.68,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
448,2,1,2,112.67,0,0,0,0,0,0,112.67,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
0,0,1,1,56.0,0,1,0,2,0,0,56.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,2,89.0,0,0,0,0,0,0,89.0,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
50,0,2,2,145.69,0,0,0,0,0,0,145.69,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
29,1,5,2,169.0,0,0,0,0,0,0,169.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
48,2,2,2,105.0,0,0,0,0,0,0,105.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,0,1,0.0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
70,0,4,3,58.0,0,0,0,0,1,0,58.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
82,0,5,2,96.0,0,0,1,0,0,21,96.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
109,0,4,3,152.1,0,0,0,0,0,0,152.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
49,0,3,1,98.1,0,0,0,0,1,0,98.1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
158,0,2,1,130.0,0,0,0,0,0,31,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
74,1,2,3,142.5,0,0,0,0,0,0,142.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
63,0,3,2,125.55,0,0,0,0,0,0,125.55,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
350,0,2,1,130.0,0,0,0,0,0,0,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
277,1,2,2,100.0,0,0,0,0,0,0,100.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,2,2,44.0,0,0,0,0,1,0,44.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
239,2,9,2,165.36,0,0,0,0,0,0,165.36,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
209,2,2,3,162.0,0,0,0,0,0,0,162.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
66,0,2,2,103.5,0,0,0,0,0,0,103.5,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
46,2,5,2,43.89,0,0,0,0,0,0,43.89,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
17,1,0,2,26.0,0,0,0,0,0,0,26.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
23,0,2,1,129.0,0,0,0,0,0,0,129.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,3,225.0,0,0,0,0,0,0,225.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
239,0,1,2,60.0,0,0,1,0,0,0,60.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
4,1,0,2,125.0,0,0,0,0,0,0,125.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
343,0,4,2,92.0,0,0,0,0,0,0,92.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
36,0,2,2,172.0,0,0,0,0,1,0,172.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
67,2,0,3,132.3,0,0,0,0,0,0,132.3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
224,1,2,2,90.0,0,0,1,0,0,0,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
206,4,10,3,189.25,0,0,0,0,0,0,189.25,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
136,0,3,2,84.0,0,0,0,0,0,0,84.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
7,2,2,2,66.57,0,0,0,0,0,0,66.57,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
93,0,3,2,95.0,0,0,0,0,0,0,95.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
167,1,2,2,125.1,0,0,0,0,0,0,125.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,2,0,2,65.0,0,0,0,0,1,0,65.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
25,1,2,2,78.0,0,0,0,0,0,0,78.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
258,2,5,2,81.01,0,0,0,0,0,0,81.01,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,1,1,179.0,0,0,0,0,1,0,179.0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
13,0,1,2,140.0,0,0,0,0,0,0,140.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
45,2,1,2,60.0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
139,2,5,2,166.5,0,0,0,0,0,0,166.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
62,0,3,1,65.45,0,0,0,0,0,53,65.45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
3,0,1,2,54.0,0,0,0,0,0,0,54.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
186,1,2,2,80.0,0,0,0,0,0,0,80.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
338,2,5,2,134.1,0,0,0,0,0,0,134.1,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
101,2,2,2,85.0,0,0,0,0,0,0,85.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
107,2,6,2,136.35,0,0,0,0,0,0,136.35,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
254,0,3,2,119.0,0,0,0,0,0,0,119.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
147,1,2,2,117.12,0,0,0,0,0,0,117.12,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
66,1,2,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
84,1,2,2,64.0,0,0,0,0,0,0,64.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
201,0,4,2,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
103,0,2,1,115.0,0,0,0,0,0,0,115.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
5,0,2,2,139.0,0,0,0,0,2,0,139.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
26,1,1,2,129.0,0,0,0,0,0,0,129.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
295,2,1,2,62.8,0,0,1,0,0,0,62.8,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
52,0,2,2,122.4,0,0,0,0,0,0,122.4,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,80.0,0,0,0,0,0,0,80.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
594,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1,0,2,60.0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
249,1,2,2,96.3,0,0,0,0,0,0,96.3,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
18,0,2,2,121.0,0,0,0,0,0,0,121.0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,0,2,2,156.0,0,0,0,0,0,0,156.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
28,0,1,1,65.0,0,0,0,0,0,0,65.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
134,0,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
167,4,5,3,96.9,0,0,0,0,0,0,96.9,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
407,2,1,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
275,1,4,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
97,1,3,1,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
56,0,4,2,162.0,0,0,0,0,0,0,162.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
253,2,5,2,50.85,0,0,0,0,0,0,50.85,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
8,0,3,2,116.78,0,0,0,0,0,0,116.78,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,2,93.81,0,0,0,0,0,0,93.81,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
258,0,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
0,0,1,1,42.0,0,1,1,13,0,0,42.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
81,0,2,2,32.4,0,0,0,0,0,0,32.4,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
133,1,0,2,60.0,0,0,0,0,0,0,60.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
67,0,1,3,159.3,0,0,0,0,0,0,159.3,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
23,2,1,2,138.0,0,0,0,0,0,0,138.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5,0,3,2,53.33,0,0,0,0,1,0,53.33,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,2,114.0,0,0,0,0,0,0,114.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
85,0,2,2,141.5,0,0,0,0,0,0,141.5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
47,0,4,2,92.28,0,0,0,0,0,0,92.28,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
151,2,4,2,123.3,0,0,0,0,1,0,123.3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
25,1,3,2,77.0,0,0,0,0,0,0,77.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
156,0,3,2,100.0,0,0,0,0,0,0,100.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
101,2,3,2,101.15,0,0,0,0,0,0,101.15,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
479,0,3,2,112.67,0,0,0,0,0,0,112.67,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
38,2,4,2,73.1,0,0,0,0,0,0,73.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
272,2,5,1,55.65,0,0,0,0,0,0,55.65,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
45,2,5,2,56.0,0,0,0,0,0,0,56.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
15,0,2,2,80.3,0,0,0,0,0,0,80.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
144,2,2,3,234.0,0,0,0,0,0,0,234.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
16,0,1,1,75.0,0,0,0,0,1,0,75.0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52,4,9,2,234.54,0,0,0,0,1,0,234.54,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
65,2,3,2,145.4,0,0,0,0,0,0,145.4,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
79,0,3,3,105.0,0,0,0,0,0,0,105.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
317,0,3,2,106.2,0,0,0,0,1,0,106.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
56,0,3,2,85.0,0,0,0,0,0,0,85.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
227,0,2,2,99.0,0,0,0,0,0,0,99.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
28,0,3,2,95.0,0,0,0,0,0,0,95.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
191,2,0,2,12.0,0,1,13,1,0,31,12.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
51,0,3,2,118.8,0,0,0,0,0,0,118.8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
205,0,1,2,122.4,0,0,0,0,0,0,122.4,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
36,1,2,2,169.0,0,0,0,0,0,0,169.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
73,1,2,1,106.0,0,0,0,13,0,0,106.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,2,153.0,0,0,0,0,0,0,153.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
40,1,2,2,140.0,0,0,0,0,0,0,140.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
112,0,3,1,40.0,0,0,0,0,0,0,40.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
80,1,3,2,37.8,0,0,0,0,0,0,37.8,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,0,2,2,81.0,0,0,0,0,0,0,81.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
247,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
32,0,1,1,50.0,0,0,0,0,0,0,50.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
153,1,2,2,60.0,0,0,1,0,0,0,60.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
9,0,1,2,65.0,0,0,0,0,0,0,65.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
191,1,2,3,96.9,0,0,0,0,2,0,96.9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
365,0,1,1,59.0,0,0,0,0,0,0,59.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
4,2,1,2,187.0,0,0,0,0,1,0,187.0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
78,2,5,2,74.23,0,0,0,0,0,0,74.23,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
17,2,2,2,60.0,1,0,0,0,1,0,60.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
6,2,5,2,180.0,0,0,0,0,0,0,180.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
17,2,3,2,60.0,0,0,0,0,0,0,60.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
117,2,1,2,126.0,0,0,0,0,0,0,126.0,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
178,0,3,1,110.0,0,0,1,0,0,46,110.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
25,1,2,2,65.83,0,0,0,0,0,0,65.83,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
73,0,3,2,85.67,0,0,0,0,0,27,85.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
39,1,3,2,116.1,0,0,0,0,0,0,116.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
151,1,2,2,72.25,0,0,0,0,0,0,72.25,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
181,6,19,2,58.6,0,0,0,0,0,0,58.6,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
56,2,5,2,305.0,0,0,0,0,0,0,305.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,1,1,165.0,0,0,0,0,0,0,165.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
102,0,2,2,101.5,0,0,0,0,0,0,101.5,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
122,0,2,2,85.0,0,0,0,0,0,56,85.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
25,1,0,1,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
29,0,2,2,205.0,0,0,0,0,0,0,205.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
40,2,1,2,85.0,0,0,0,0,0,0,85.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,2,48.0,0,0,0,0,2,0,48.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
129,0,0,2,0.0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
150,2,1,2,101.0,0,0,0,0,0,91,101.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
43,0,3,2,101.17,0,0,0,0,0,0,101.17,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
140,0,1,3,195.0,0,0,0,0,0,0,195.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
274,1,2,1,57.8,0,0,0,0,0,0,57.8,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
189,1,2,2,109.8,0,0,0,0,0,0,109.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
10,0,4,3,182.0,0,0,0,0,0,0,182.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
71,2,6,2,93.6,0,0,0,0,0,0,93.6,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
45,0,3,1,86.4,0,0,0,0,0,0,86.4,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
168,0,3,2,142.67,0,0,0,0,0,0,142.67,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,2,2,117.04,0,0,0,0,0,0,117.04,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
107,1,2,2,111.3,0,0,0,0,0,0,111.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,1,0,2,131.0,0,0,0,0,0,0,131.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
265,0,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
144,2,2,2,177.65,0,0,0,0,1,0,177.65,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
48,2,3,2,93.5,0,0,0,0,0,0,93.5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
54,1,3,2,157.5,0,0,0,0,2,0,157.5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
100,2,3,2,80.0,0,0,0,0,1,0,80.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
141,0,3,1,162.0,0,0,0,0,1,0,162.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
365,1,1,2,62.8,0,0,1,0,0,0,62.8,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
30,1,5,2,65.4,0,0,0,0,0,0,65.4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
22,0,2,2,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
81,2,1,2,120.0,0,0,0,0,0,0,120.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,2,6,1,84.25,0,0,0,0,0,0,84.25,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16,1,3,2,75.44,0,0,0,0,0,0,75.44,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
144,1,4,2,92.55,0,0,0,0,0,0,92.55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,1,0,2,72.0,0,0,0,0,0,0,72.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
2,0,1,1,102.7,0,0,0,0,1,0,102.7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
211,2,2,2,63.75,0,0,0,0,0,0,63.75,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,1,2,88.0,0,0,0,0,1,0,88.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
199,2,3,2,110.0,0,0,0,0,0,0,110.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
26,1,2,2,142.0,0,0,0,0,0,0,142.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
336,0,3,2,74.0,0,0,0,0,0,0,74.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
106,0,2,2,75.0,0,0,0,0,0,57,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
254,0,3,2,95.4,0,0,0,0,0,0,95.4,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2,4,1,105.0,0,0,0,0,2,0,105.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
158,0,2,1,130.0,0,0,0,0,0,31,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
46,1,2,2,60.0,0,0,0,0,0,0,60.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
47,2,5,2,147.09,0,0,0,0,0,0,147.09,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
135,2,0,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
61,0,2,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
90,2,4,2,123.33,0,0,0,0,0,0,123.33,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
274,2,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
109,2,1,2,75.0,0,0,1,0,0,44,75.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
115,2,0,1,70.0,0,0,1,0,0,22,70.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
45,2,3,2,96.9,0,0,0,0,0,0,96.9,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
186,0,2,2,130.0,0,0,0,0,0,0,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
7,0,2,2,63.0,0,0,0,0,0,0,63.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
176,0,2,3,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
461,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
235,1,1,2,105.3,0,0,0,0,0,0,105.3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,1,1,95.0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
156,4,7,2,45.2,0,0,0,0,0,0,45.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
24,2,1,2,100.0,0,0,0,0,2,0,100.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6,0,1,2,75.0,0,0,0,0,2,0,75.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
52,1,1,2,108.0,0,0,0,0,1,0,108.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
15,0,1,1,145.0,0,0,0,0,0,0,145.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
217,2,5,2,59.6,0,0,0,0,0,0,59.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
